parent class,rdfs:label,IRI
Observable entity (observable entity),Lymphoma extent of involvement (observable entity),http://snomed.info/id/397447002
Observable entity (observable entity),Referral for (observable entity),http://snomed.info/id/440378000
Observable entity (observable entity),Status of myometrial invasion by tumor (observable entity),http://snomed.info/id/396306009
Observable entity (observable entity),"Gastrointestinal neuronal concentration, function (observable entity)",http://snomed.info/id/3049003
Observable entity (observable entity),"Protein denaturation, function (observable entity)",http://snomed.info/id/29772000
Observable entity (observable entity),Status of visceral pleura invasion by tumor (observable entity),http://snomed.info/id/384814006
Observable entity (observable entity),Details of special educational needs (observable entity),http://snomed.info/id/364700005
Observable entity (observable entity),Total number of tissue cores (observable entity),http://snomed.info/id/399482008
Observable entity (observable entity),Young Child Outcome Rating Scale score (observable entity),http://snomed.info/id/718461006
Observable entity (observable entity),Activity Card Sort total score (observable entity),http://snomed.info/id/725811007
Observable entity (observable entity),Hearing Handicap Inventory for the Elderly score (observable entity),http://snomed.info/id/719934009
Observable entity (observable entity),"Ultrafiltration of aqueous humor, function (observable entity)",http://snomed.info/id/46889009
Observable entity (observable entity),Observable feature of walking (observable entity),http://snomed.info/id/364578004
Observable entity (observable entity),Paternal age (observable entity),http://snomed.info/id/20587003
Observable entity (observable entity),Location of wound (observable entity),http://snomed.info/id/1371000124108
Observable entity (observable entity),Senility (observable entity),http://snomed.info/id/32864002
Observable entity (observable entity),Status of deep (radial) surgical margin tumor involvement (observable entity),http://snomed.info/id/372438005
Observable entity (observable entity),Salford Rheumatoid Arthritis Foot Evaluation Instrument Part B: Patient Preference Scale - Personal adaptation domain total score (observable entity),http://snomed.info/id/764905003
Observable entity (observable entity),"Ear, nose and throat examination finding (observable entity)",http://snomed.info/id/271914002
Observable entity (observable entity),Status of residual neoplasm (observable entity),http://snomed.info/id/445200009
Observable entity (observable entity),Address (observable entity),http://snomed.info/id/397635003
Observable entity (observable entity),Risk of cardiovascular disease (observable entity),http://snomed.info/id/827181004
Observable entity (observable entity),Respiratory muscular pressure (observable entity),http://snomed.info/id/24296009
Observable entity (observable entity),Clockface position of neoplasm (observable entity),http://snomed.info/id/443772002
Observable entity (observable entity),Contents of stool (observable entity),http://snomed.info/id/249622004
Observable entity (observable entity),Action for dysphasic adults comprehension battery score (observable entity),http://snomed.info/id/450746000
Observable entity (observable entity),Duration of antiplatelet therapy (observable entity),http://snomed.info/id/699047009
Observable entity (observable entity),Secretory AND/OR excretory function (observable entity),http://snomed.info/id/106091004
Observable entity (observable entity),Cerebral function (observable entity),http://snomed.info/id/4605009
Observable entity (observable entity),Stroke impact scale version 3.0 mobility score (observable entity),http://snomed.info/id/707518003
Observable entity (observable entity),Stroke impact scale version 3.0 social participation score (observable entity),http://snomed.info/id/707523003
Observable entity (observable entity),Edinburgh postnatal depression scale score (observable entity),http://snomed.info/id/450320001
Observable entity (observable entity),Monitoring features (observable entity),http://snomed.info/id/397793000
Observable entity (observable entity),Osmotic pressure (observable entity),http://snomed.info/id/51272001
Observable entity (observable entity),Test of Pretend Play score (observable entity),http://snomed.info/id/719942005
Observable entity (observable entity),Vocalizing (observable entity),http://snomed.info/id/415826003
Observable entity (observable entity),"Antigen transformation, function (observable entity)",http://snomed.info/id/1314008
Observable entity (observable entity),Patient - email address (observable entity),http://snomed.info/id/424966008
Observable entity (observable entity),Story Completion Test score (observable entity),http://snomed.info/id/720483005
Observable entity (observable entity),International neuroblastoma staging system stage (observable entity),http://snomed.info/id/409720004
Observable entity (observable entity),Tumor stage (observable entity),http://snomed.info/id/371508000
Observable entity (observable entity),Indication for procedure (observable entity),http://snomed.info/id/432678004
Observable entity (observable entity),"Oxidative phosphorylation, function (observable entity)",http://snomed.info/id/5410007
Observable entity (observable entity),Grading system used (observable entity),http://snomed.info/id/384739005
Observable entity (observable entity),Patient's next of kin (observable entity),http://snomed.info/id/184142008
Observable entity (observable entity),National Wilms Tumor Study Group Stage for left kidney (observable entity),http://snomed.info/id/405977000
Observable entity (observable entity),Ocular motility observable (observable entity),http://snomed.info/id/31763002
Observable entity (observable entity),Social history baseline (observable entity),http://snomed.info/id/161033005
Observable entity (observable entity),Therapy Outcome Measure score (observable entity),http://snomed.info/id/716618008
Observable entity (observable entity),Tinetti balance score (observable entity),http://snomed.info/id/443639008
Observable entity (observable entity),Aspect of delivery (observable entity),http://snomed.info/id/364334009
Observable entity (observable entity),Genitourinary test reaction (observable entity),http://snomed.info/id/364318006
Observable entity (observable entity),Wound dressing observable (observable entity),http://snomed.info/id/1481000124102
Observable entity (observable entity),"Peristalsis, function (observable entity)",http://snomed.info/id/28423000
Observable entity (observable entity),Zung self rating depression scale score (observable entity),http://snomed.info/id/717288001
Observable entity (observable entity),Examination of feces consistency (observable entity),http://snomed.info/id/167613000
Observable entity (observable entity),Ability to perform general purpose physical activities (observable entity),http://snomed.info/id/288329007
Observable entity (observable entity),Dentofacial function (observable entity),http://snomed.info/id/736705000
Observable entity (observable entity),Housing dependency scale score (observable entity),http://snomed.info/id/450735003
Observable entity (observable entity),Site of neovascularization (observable entity),http://snomed.info/id/396973006
Observable entity (observable entity),Immunoglobulin gene allotype (observable entity),http://snomed.info/id/50285005
Observable entity (observable entity),Children's Communication Checklist Second Edition score (observable entity),http://snomed.info/id/717017005
Observable entity (observable entity),"Homeostasis, function (observable entity)",http://snomed.info/id/21979002
Observable entity (observable entity),Airborne lead (Pb) concentration (observable entity),http://snomed.info/id/71750001
Observable entity (observable entity),"Blood-retina barrier, function (observable entity)",http://snomed.info/id/39899002
Observable entity (observable entity),Palliative care Outcome Scale symptom list for end-stage renal disease score (observable entity),http://snomed.info/id/761866001
Observable entity (observable entity),Symptom severity level: premenstrual syndrome (observable entity),http://snomed.info/id/405164005
Observable entity (observable entity),Human immunodeficiency virus Centers for Disease Control and Prevention category (observable entity),http://snomed.info/id/385351002
Observable entity (observable entity),Diagnosis (observable entity),http://snomed.info/id/439401001
Observable entity (observable entity),Depth of invasion by tumor (observable entity),http://snomed.info/id/396236002
Observable entity (observable entity),Food and drink intake (observable entity),http://snomed.info/id/229918000
Observable entity (observable entity),"Blood, lymphatics/immune system observable (observable entity)",http://snomed.info/id/364105007
Observable entity (observable entity),Detail of history of foreign travel (observable entity),http://snomed.info/id/161085007
Observable entity (observable entity),Degree of certainty of TNM classification (observable entity),http://snomed.info/id/106251007
Observable entity (observable entity),"Bulimic investigatory test, Edinburgh score (observable entity)",http://snomed.info/id/446831004
Observable entity (observable entity),Oswestry disability index score (observable entity),http://snomed.info/id/446604004
Observable entity (observable entity),"Anatomic shunt of pulmonary airway, function (observable entity)",http://snomed.info/id/61073000
Observable entity (observable entity),"Immunologic capping, function (observable entity)",http://snomed.info/id/34909005
Observable entity (observable entity),Salford Rheumatoid Arthritis Foot Evaluation Instrument Part B: Patient Preference Scale - Effect on family life domain total score (observable entity),http://snomed.info/id/764898006
Observable entity (observable entity),Stomach observable (observable entity),http://snomed.info/id/364146002
Observable entity (observable entity),Specific test feature (observable entity),http://snomed.info/id/364711002
Observable entity (observable entity),Time of illness onset (observable entity),http://snomed.info/id/416524004
Observable entity (observable entity),Nutrient requirement (observable entity),http://snomed.info/id/39025000
Observable entity (observable entity),Inspiration (observable entity),http://snomed.info/id/14910006
Observable entity (observable entity),Risk of emergency hospital admission (observable entity),http://snomed.info/id/822953000
Observable entity (observable entity),Status of surgical circumferential margin involvement by tumor (observable entity),http://snomed.info/id/384618006
Observable entity (observable entity),Status of distant metastasis for primary osseous tumor (observable entity),http://snomed.info/id/409745001
Observable entity (observable entity),Vineland Adaptive Behavior Scales Second Edition score (observable entity),http://snomed.info/id/716605000
Observable entity (observable entity),Surgical pathology identifier (observable entity),http://snomed.info/id/371482004
Observable entity (observable entity),Canadian Study of Health and Aging Clinical Frailty Scale score (observable entity),http://snomed.info/id/763264000
Observable entity (observable entity),Mothers' Object Relations Scale - Short Form - Invasiveness Subscale score (observable entity),http://snomed.info/id/718866005
Observable entity (observable entity),Rivermead Activities of Daily Living Scale score (observable entity),http://snomed.info/id/716548000
Observable entity (observable entity),Model of creative ability score (observable entity),http://snomed.info/id/446665000
Observable entity (observable entity),Lacrimal gland observable (observable entity),http://snomed.info/id/421730004
Observable entity (observable entity),Nutritional status (observable entity),http://snomed.info/id/87276001
Observable entity (observable entity),Voice handicap index score (observable entity),http://snomed.info/id/450758000
Observable entity (observable entity),"Equilibrium, function (observable entity)",http://snomed.info/id/7205007
Observable entity (observable entity),Location of tumor within lateral margin (observable entity),http://snomed.info/id/406014005
Observable entity (observable entity),Details of education (observable entity),http://snomed.info/id/276031006
Observable entity (observable entity),Country of birth (observable entity),http://snomed.info/id/315354004
Observable entity (observable entity),Impact of event scale revised score (observable entity),http://snomed.info/id/450728006
Observable entity (observable entity),Date urine test due (observable entity),http://snomed.info/id/816953004
Observable entity (observable entity),Number of mitotic figures per square millimeter (observable entity),http://snomed.info/id/443158003
Observable entity (observable entity),Serum marker status (observable entity),http://snomed.info/id/396716004
Observable entity (observable entity),"Gastric bicarbonate secretion, function (observable entity)",http://snomed.info/id/17410008
Observable entity (observable entity),Sensory integration and praxis test score (observable entity),http://snomed.info/id/447165007
Observable entity (observable entity),Occupational case analysis interview and rating scale score (observable entity),http://snomed.info/id/446168004
Observable entity (observable entity),Gene type (observable entity),http://snomed.info/id/37717001
Observable entity (observable entity),Nominal standard dose (observable entity),http://snomed.info/id/228860007
Observable entity (observable entity),Anorexia nervosa stages of change questionnaire score (observable entity),http://snomed.info/id/447267008
Observable entity (observable entity),"Competitive binding, function (observable entity)",http://snomed.info/id/22301005
Observable entity (observable entity),Level achieved (observable entity),http://snomed.info/id/258140000
Observable entity (observable entity),"Mucociliary clearance, function (observable entity)",http://snomed.info/id/63533009
Observable entity (observable entity),Expectation of weight management program (observable entity),http://snomed.info/id/736797002
Observable entity (observable entity),Functional characteristic of gastrointestinal tract (observable entity),http://snomed.info/id/364167002
Observable entity (observable entity),Acceptance of Illness Scale score (observable entity),http://snomed.info/id/718379009
Observable entity (observable entity),Ventilator observable (observable entity),http://snomed.info/id/364698001
Observable entity (observable entity),Manchester-Oxford Foot Questionnaire (foot) Summary Index score (observable entity),http://snomed.info/id/763295007
Observable entity (observable entity),International Federation of Gynecology and Obstetrics stage for endometrial carcinoma (observable entity),http://snomed.info/id/385375002
Observable entity (observable entity),Tumor site (observable entity),http://snomed.info/id/371480007
Observable entity (observable entity),Pain observable (observable entity),http://snomed.info/id/406189006
Observable entity (observable entity),Oxygen delivery (observable entity),http://snomed.info/id/16206004
Observable entity (observable entity),Length of optic nerve in specimen (observable entity),http://snomed.info/id/396933000
Observable entity (observable entity),Vision observable (observable entity),http://snomed.info/id/415823006
Observable entity (observable entity),"Complication of personal oral hygiene, function (observable entity)",http://snomed.info/id/110300001
Observable entity (observable entity),"Blood-cerebrospinal fluid barrier, function (observable entity)",http://snomed.info/id/12280006
Observable entity (observable entity),Test interpretation (observable entity),http://snomed.info/id/277034006
Observable entity (observable entity),Status of tumor metastasis to non-regional lymph nodes (observable entity),http://snomed.info/id/396786009
Observable entity (observable entity),Macroscopic specimen observable (observable entity),http://snomed.info/id/395526000
Observable entity (observable entity),European System for Cardiac Operative Risk Evaluation score (observable entity),http://snomed.info/id/763103001
Observable entity (observable entity),Status of progression of development in late adulthood (observable entity),http://snomed.info/id/440387009
Observable entity (observable entity),Parental state (observable entity),http://snomed.info/id/108331001
Observable entity (observable entity),Functional capacity (observable entity),http://snomed.info/id/429160000
Observable entity (observable entity),Mobility inventory for agoraphobia when alone score (observable entity),http://snomed.info/id/473355002
Observable entity (observable entity),Patient Health Questionnaire Nine Item score (observable entity),http://snomed.info/id/720433000
Observable entity (observable entity),Time of onset (observable entity),http://snomed.info/id/263501003
Observable entity (observable entity),Electrocardiogram finding (observable entity),http://snomed.info/id/271921002
Observable entity (observable entity),"Eating, feeding and drinking abilities (observable entity)",http://snomed.info/id/288840008
Observable entity (observable entity),"Gastrointestinal transit, function (observable entity)",http://snomed.info/id/83909001
Observable entity (observable entity),Site of distant metastasis (observable entity),http://snomed.info/id/385421009
Observable entity (observable entity),"Sexual development, function (observable entity)",http://snomed.info/id/112092002
Observable entity (observable entity),"Lipid mobilization, function (observable entity)",http://snomed.info/id/85994000
Observable entity (observable entity),Specific gravity (observable entity),http://snomed.info/id/50794000
Observable entity (observable entity),Time of patient arrival in healthcare facility (observable entity),http://snomed.info/id/441968004
Observable entity (observable entity),Communication and body language functions (observable entity),http://snomed.info/id/284536002
Observable entity (observable entity),"Active biological transport, function (observable entity)",http://snomed.info/id/6886007
Observable entity (observable entity),Checklist of Communication Competencies score (observable entity),http://snomed.info/id/718165006
Observable entity (observable entity),Type of fetal anomaly present in specimen (observable entity),http://snomed.info/id/406000005
Observable entity (observable entity),Stirling eating disorders scales total score (observable entity),http://snomed.info/id/446519009
Observable entity (observable entity),Rheumatoid arthritis work instability scale score (observable entity),http://snomed.info/id/446043004
Observable entity (observable entity),Stroke impact scale version 3.0 hand function score (observable entity),http://snomed.info/id/707517008
Observable entity (observable entity),"Coprecipitation, function (observable entity)",http://snomed.info/id/26027000
Observable entity (observable entity),Value belief pattern (observable entity),http://snomed.info/id/106027007
Observable entity (observable entity),Community dependency index score (observable entity),http://snomed.info/id/444296002
Observable entity (observable entity),Occupation of wife (observable entity),http://snomed.info/id/447549002
Observable entity (observable entity),Behavioral Inattention Test score (observable entity),http://snomed.info/id/716883008
Observable entity (observable entity),Cardiovascular Limitations and Symptoms Profile ankle swelling score (observable entity),http://snomed.info/id/763075006
Observable entity (observable entity),Penn State worry questionnaire score (observable entity),http://snomed.info/id/446517006
Observable entity (observable entity),Occupational performance history interview score (observable entity),http://snomed.info/id/446769003
Observable entity (observable entity),Date sample received in laboratory (observable entity),http://snomed.info/id/281271004
Observable entity (observable entity),Methods time measurement score (observable entity),http://snomed.info/id/446666004
Observable entity (observable entity),Method of substance administration (observable entity),http://snomed.info/id/446498000
Observable entity (observable entity),Saint George's respiratory questionnaire score (observable entity),http://snomed.info/id/450747009
Observable entity (observable entity),Status of seminal vesicle invasion by tumor (observable entity),http://snomed.info/id/384999004
Observable entity (observable entity),General characteristic of appearance (observable entity),http://snomed.info/id/363790008
Observable entity (observable entity),Date immunization due (observable entity),http://snomed.info/id/789539003
Observable entity (observable entity),Timed up and go mobility test score (observable entity),http://snomed.info/id/444680009
Observable entity (observable entity),Percentage of carcinoma in situ in neoplasm (observable entity),http://snomed.info/id/444916005
Observable entity (observable entity),Depression anxiety stress scales stress score (observable entity),http://snomed.info/id/416767005
Observable entity (observable entity),Measure of stool (observable entity),http://snomed.info/id/364691007
Observable entity (observable entity),Site involved by extension of neoplasm (observable entity),http://snomed.info/id/443787007
Observable entity (observable entity),Antidiabetic drug therapy observation (observable entity),http://snomed.info/id/866040002
Observable entity (observable entity),"Linked gene, function (observable entity)",http://snomed.info/id/32316004
Observable entity (observable entity),Nutrition knowledge of supportive individuals (observable entity),http://snomed.info/id/785894008
Observable entity (observable entity),Anatomic structure potentially involved in evolution of disease (observable entity),http://snomed.info/id/413530006
Observable entity (observable entity),Michigan hand outcomes questionnaire score (observable entity),http://snomed.info/id/447314005
Observable entity (observable entity),Adequacy of specimen for determining T category (observable entity),http://snomed.info/id/396660005
Observable entity (observable entity),Tubule formation score (observable entity),http://snomed.info/id/371470008
Observable entity (observable entity),Symptom severity level: perimenopause (observable entity),http://snomed.info/id/405163004
Observable entity (observable entity),Number of positive prostatic tissue chips obtained by resection (observable entity),http://snomed.info/id/372282003
Observable entity (observable entity),Illinois Test of Psycholinguistic Abilities score (observable entity),http://snomed.info/id/716796002
Observable entity (observable entity),Status of non-invasive (epithelial) ovarian tumor omental implants (observable entity),http://snomed.info/id/397505004
Observable entity (observable entity),Parenting Daily Hassles Scale score (observable entity),http://snomed.info/id/719876002
Observable entity (observable entity),Eating feeding / drinking observable (observable entity),http://snomed.info/id/364645004
Observable entity (observable entity),"Distance of anterior margin of tumor base from limbus of cornea at cut edge, after sectioning (observable entity)",http://snomed.info/id/399514000
Observable entity (observable entity),Population statistic (observable entity),http://snomed.info/id/409652008
Observable entity (observable entity),Status of stromal invasion by tumor (observable entity),http://snomed.info/id/396235003
Observable entity (observable entity),"Depth, Extent, Phase and Associated etiology Score (observable entity)",http://snomed.info/id/763263006
Observable entity (observable entity),Date of visit (observable entity),http://snomed.info/id/406543005
Observable entity (observable entity),"Fertility, function (observable entity)",http://snomed.info/id/397594008
Observable entity (observable entity),Status of progression of development in middle adulthood (observable entity),http://snomed.info/id/439815005
Observable entity (observable entity),Language read (observable entity),http://snomed.info/id/134266007
Observable entity (observable entity),Blood product unit attribute (observable entity),http://snomed.info/id/116857008
Observable entity (observable entity),"Antibody-dependent cellular cytotoxicity, function (observable entity)",http://snomed.info/id/76247004
Observable entity (observable entity),Target serum triglyceride level (observable entity),http://snomed.info/id/780835009
Observable entity (observable entity),Endocrine observable (observable entity),http://snomed.info/id/364387009
Observable entity (observable entity),Ability to perform occupation and employment activities (observable entity),http://snomed.info/id/301707001
Observable entity (observable entity),"Metastatic tumor, histologic type (observable entity)",http://snomed.info/id/396785008
Observable entity (observable entity),Korotkoff sounds (observable entity),http://snomed.info/id/85549003
Observable entity (observable entity),Pulmonary valve flow (observable entity),http://snomed.info/id/371846000
Observable entity (observable entity),"Antimicrobial activity, function (observable entity)",http://snomed.info/id/404264008
Observable entity (observable entity),Vascular function (observable entity),http://snomed.info/id/106075002
Observable entity (observable entity),Site of intravenous insertion (observable entity),http://snomed.info/id/406148008
Observable entity (observable entity),Behavioral Screening Questionnaire score (observable entity),http://snomed.info/id/718416007
Observable entity (observable entity),"Immune absorption, function (observable entity)",http://snomed.info/id/79334005
Observable entity (observable entity),Ulcer observable (observable entity),http://snomed.info/id/439744001
Observable entity (observable entity),Children's Revised Impact of Events Scale 8 score (observable entity),http://snomed.info/id/725081001
Observable entity (observable entity),Status of intactness of mesorectal specimen (observable entity),http://snomed.info/id/408655002
Observable entity (observable entity),Image mode (observable entity),http://snomed.info/id/399264008
Observable entity (observable entity),Feces pancreatic effects (observable entity),http://snomed.info/id/269903002
Observable entity (observable entity),Color (observable entity),http://snomed.info/id/703247007
Observable entity (observable entity),Teletherapy treatment parameters (observable entity),http://snomed.info/id/228780002
Observable entity (observable entity),Educational level of guardian of subject (observable entity),http://snomed.info/id/444028004
Observable entity (observable entity),"Erythrocyte life span, function (observable entity)",http://snomed.info/id/39247006
Observable entity (observable entity),Total body water (observable entity),http://snomed.info/id/251837008
Observable entity (observable entity),Place of origin (observable entity),http://snomed.info/id/307117005
Observable entity (observable entity),Ratio of blocks with prostate tumor to total number of blocks obtained (observable entity),http://snomed.info/id/372303007
Observable entity (observable entity),Tumor viability (observable entity),http://snomed.info/id/396793008
Observable entity (observable entity),Status of tumor involvement by ulceration (observable entity),http://snomed.info/id/396367003
Observable entity (observable entity),Tumor measureable (observable entity),http://snomed.info/id/396238001
Observable entity (observable entity),Degree of religious observance (observable entity),http://snomed.info/id/160553008
Observable entity (observable entity),"Alveolar surface tension, function (observable entity)",http://snomed.info/id/24725003
Observable entity (observable entity),Eating attitudes test score (observable entity),http://snomed.info/id/446794002
Observable entity (observable entity),Postoperative recovery status (observable entity),http://snomed.info/id/719319006
Observable entity (observable entity),Specimen source (observable entity),http://snomed.info/id/703065002
Observable entity (observable entity),Ability to perform cognitive activity (observable entity),http://snomed.info/id/413384008
Observable entity (observable entity),Risk of nonaccidental injury (observable entity),http://snomed.info/id/169946000
Observable entity (observable entity),Prognosis/outlook (observable entity),http://snomed.info/id/170967006
Observable entity (observable entity),"Reticuloendothelial cell migration, function (observable entity)",http://snomed.info/id/21723009
Observable entity (observable entity),Residual cancer burden class (observable entity),http://snomed.info/id/444987009
Observable entity (observable entity),"Immunologic enhancement, function (observable entity)",http://snomed.info/id/16891008
Observable entity (observable entity),Obligatory exercise questionnaire score (observable entity),http://snomed.info/id/446329001
Observable entity (observable entity),Clinical history/examination observable (observable entity),http://snomed.info/id/363788007
Observable entity (observable entity),Metabolic equivalent of task (observable entity),http://snomed.info/id/698834005
Observable entity (observable entity),Ethnic group (observable entity),http://snomed.info/id/364699009
Observable entity (observable entity),Lethal dose (observable entity),http://snomed.info/id/409644005
Observable entity (observable entity),International Federation of Gynecology and Obstetrics ovarian tumor stage (observable entity),http://snomed.info/id/385363007
Observable entity (observable entity),"Age, Blood pressure, Clinical features, Duration, Diabetes 2 score (observable entity)",http://snomed.info/id/774086001
Observable entity (observable entity),"Dominant gene, function (observable entity)",http://snomed.info/id/46446001
Observable entity (observable entity),Assessment score (observable entity),http://snomed.info/id/782487009
Observable entity (observable entity),Primary tumor site (observable entity),http://snomed.info/id/399687005
Observable entity (observable entity),Child developmental detail (observable entity),http://snomed.info/id/364674008
Observable entity (observable entity),Regional structure observable (observable entity),http://snomed.info/id/364526002
Observable entity (observable entity),Therapy Outcome Measure wellbeing score (observable entity),http://snomed.info/id/718038001
Observable entity (observable entity),Level of severity of substance withdrawal symptoms (observable entity),http://snomed.info/id/440423007
Observable entity (observable entity),30 item General Health Questionnaire score (observable entity),http://snomed.info/id/715392006
Observable entity (observable entity),Neuroelectrophysiology observable (observable entity),http://snomed.info/id/363858008
Observable entity (observable entity),Bay Area Functional Performance Evaluation total score (observable entity),http://snomed.info/id/719480002
Observable entity (observable entity),Interstitial fluid glucose concentration (observable entity),http://snomed.info/id/434910001
Observable entity (observable entity),Gastrointestinal test observable (observable entity),http://snomed.info/id/364175008
Observable entity (observable entity),Parasiticidal activity (observable entity),http://snomed.info/id/404268006
Observable entity (observable entity),Acute Physiology and Chronic Health Evaluation III score (observable entity),http://snomed.info/id/781144001
Observable entity (observable entity),Venous pulse (observable entity),http://snomed.info/id/176148002
Observable entity (observable entity),Insulin dose (observable entity),http://snomed.info/id/789480007
Observable entity (observable entity),Erythrocyte sedimentation (observable entity),http://snomed.info/id/416560009
Observable entity (observable entity),Hamilton Rating Scale for Depression score (observable entity),http://snomed.info/id/761880008
Observable entity (observable entity),Model of human occupation screening tool version 2.0 score (observable entity),http://snomed.info/id/446607006
Observable entity (observable entity),Feature of standing balance (observable entity),http://snomed.info/id/363840002
Observable entity (observable entity),Status of progesterone receptors of neoplasm (observable entity),http://snomed.info/id/445029000
Observable entity (observable entity),Date of last mammogram (observable entity),http://snomed.info/id/429736008
Observable entity (observable entity),Interpretation of findings (observable entity),http://snomed.info/id/243814003
Observable entity (observable entity),Gesell Developmental Observation Revised score (observable entity),http://snomed.info/id/718202004
Observable entity (observable entity),"Biorhythm, function (observable entity)",http://snomed.info/id/48373007
Observable entity (observable entity),"Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio, elderly over 65, and drugs/alcohol concomitantly bleeding risk score (observable entity)",http://snomed.info/id/704180000
Observable entity (observable entity),Yale Swallow Protocol score (observable entity),http://snomed.info/id/716854005
Observable entity (observable entity),Depression anxiety stress scales anxiety score (observable entity),http://snomed.info/id/416619008
Observable entity (observable entity),Status of surgical proximal margin involvement by tumor (observable entity),http://snomed.info/id/372439002
Observable entity (observable entity),"Eating, drinking and/or feeding function (observable entity)",http://snomed.info/id/288844004
Observable entity (observable entity),European league against rheumatism response criteria score (observable entity),http://snomed.info/id/446514004
Observable entity (observable entity),International Federation of Gynecology and Obstetrics stage for vulvar melanoma (observable entity),http://snomed.info/id/385371006
Observable entity (observable entity),Diet followed (observable entity),http://snomed.info/id/230125005
Observable entity (observable entity),Exhaling (observable entity),http://snomed.info/id/258137000
Observable entity (observable entity),Site of invasive ovarian tumor omental implant (observable entity),http://snomed.info/id/399613003
Observable entity (observable entity),Spiritual need of patient (observable entity),http://snomed.info/id/105570005
Observable entity (observable entity),Number of prescriptions for reliever inhaler per year (observable entity),http://snomed.info/id/734949005
Observable entity (observable entity),Smallpox vaccination site (observable entity),http://snomed.info/id/409633002
Observable entity (observable entity),Manchester-Oxford Foot Questionnaire (foot and ankle) Summary Index score (observable entity),http://snomed.info/id/763299001
Observable entity (observable entity),Tendency to bleed (observable entity),http://snomed.info/id/248250000
Observable entity (observable entity),Cardiac investigative observable (observable entity),http://snomed.info/id/364067004
Observable entity (observable entity),Appearance of nail (observable entity),http://snomed.info/id/364541002
Observable entity (observable entity),Thirst and fluid intake (observable entity),http://snomed.info/id/249474005
Observable entity (observable entity),Morbidity index (observable entity),http://snomed.info/id/161168008
Observable entity (observable entity),Tumor margin status (observable entity),http://snomed.info/id/372249001
Observable entity (observable entity),Digestive system function (observable entity),http://snomed.info/id/106079008
Observable entity (observable entity),Cardiovascular observable (observable entity),http://snomed.info/id/364066008
Observable entity (observable entity),Observation parameter (observable entity),http://snomed.info/id/252116004
Observable entity (observable entity),Menstrual data (observable entity),http://snomed.info/id/271397001
Observable entity (observable entity),"Exchange of solutes of cerebrospinal fluid, function (observable entity)",http://snomed.info/id/51020002
Observable entity (observable entity),Characteristics of eating (observable entity),http://snomed.info/id/364646003
Observable entity (observable entity),Dietary intake (observable entity),http://snomed.info/id/364395008
Observable entity (observable entity),Imaging observable (observable entity),http://snomed.info/id/399060005
Observable entity (observable entity),Disease that is endemic in recent area visited (observable entity),http://snomed.info/id/444421000
Observable entity (observable entity),Gas cylinder pressure (observable entity),http://snomed.info/id/250880005
Observable entity (observable entity),Electrolyte & acid/base balance status (observable entity),http://snomed.info/id/405005005
Observable entity (observable entity),Location of malignant melanoma in specimen with involved lateral margin (observable entity),http://snomed.info/id/422973004
Observable entity (observable entity),Temperature of medium (observable entity),http://snomed.info/id/252123003
Observable entity (observable entity),Duration of individual radiotherapy treatment (observable entity),http://snomed.info/id/306751006
Observable entity (observable entity),Brachytherapy treatment parameters (observable entity),http://snomed.info/id/228845009
Observable entity (observable entity),Appearance (observable entity),http://snomed.info/id/703248002
Observable entity (observable entity),Histologic type (observable entity),http://snomed.info/id/371441004
Observable entity (observable entity),Feature of entity (observable entity),http://snomed.info/id/414237002
Observable entity (observable entity),Pool activity level score (observable entity),http://snomed.info/id/447279008
Observable entity (observable entity),Female genital tract functions (observable entity),http://snomed.info/id/289907007
Observable entity (observable entity),"Antibody band pattern, function (observable entity)",http://snomed.info/id/115420001
Observable entity (observable entity),Specimen integrity (observable entity),http://snomed.info/id/397191008
Observable entity (observable entity),"Immunologic thermal amplitude, function (observable entity)",http://snomed.info/id/53125002
Observable entity (observable entity),Specimen type (observable entity),http://snomed.info/id/371439000
Observable entity (observable entity),Body region observable (observable entity),http://snomed.info/id/364402001
Observable entity (observable entity),Duration of recurrence-free survival (observable entity),http://snomed.info/id/445397003
Observable entity (observable entity),"Blood cell migration, function (observable entity)",http://snomed.info/id/49005002
Observable entity (observable entity),Attributional Style Questionnaire score (observable entity),http://snomed.info/id/716589002
Observable entity (observable entity),"Passive tooth eruption, function (observable entity)",http://snomed.info/id/110295003
Observable entity (observable entity),Male reproductive function (observable entity),http://snomed.info/id/61923000
Observable entity (observable entity),Sensation observable (observable entity),http://snomed.info/id/363832008
Observable entity (observable entity),Examination finding (observable entity),http://snomed.info/id/271906008
Observable entity (observable entity),Rockall score (observable entity),http://snomed.info/id/450733005
Observable entity (observable entity),Developmental age (observable entity),http://snomed.info/id/444195007
Observable entity (observable entity),Cardiovascular examination finding (observable entity),http://snomed.info/id/271910006
Observable entity (observable entity),Nutritional observable (observable entity),http://snomed.info/id/364393001
Observable entity (observable entity),Tumor border behavior (observable entity),http://snomed.info/id/370110004
Observable entity (observable entity),Edinburgh Functional Communication Profile score (observable entity),http://snomed.info/id/718507006
Observable entity (observable entity),"Gastric acidity, function (observable entity)",http://snomed.info/id/178960009
Observable entity (observable entity),Adolescent/adult sensory profile score (observable entity),http://snomed.info/id/446618006
Observable entity (observable entity),Location of melanoma in situ in specimen with involved lateral margin (observable entity),http://snomed.info/id/424082007
